Tipo de Comprobante	Codigo Unidad de Negocio	Descripción unidad de negocio	num_doc	tipo_doc	mes	año	Fecha contable	UF	fecha pago factura	RUT proveedor	Razon Social Proveedor	exento_detalle	exento_detalle_uf	afecto_detalle	afecto_detalle_uf	iva_detalle	total_por_documento	concepto1_codigo	concepto1	centro_de_costo	observaciones	Glosa encabezado comprobante	Glosa detalle comprobante	cuenta_contable
T-250	01	OF. CENTRAL ICEMM			9	2025	2025-09-25	39485.65				208321	5.275866042473658					901	901			RECLASIFICA CUENTA CONTABLE COMPROBANTE 97	FACE - 10920 SERVICIOS GASTRONOMICOS FRANCISCA MUNIZAGA E.I.R.L.	4-2-05-004
T-253	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				8786209	221.6300037408317					901	901			REG. CENTR.REMUNERACIONES NOVIEMBRE (INCLUYE CTA DE COSTO)	REG.CENTR.REMUNERACIONES NOVIEMBRE (CTA COSTO) S.BASE	4-2-01-001
T-253	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				52211	1.317009887348749					901	901			REG. CENTR.REMUNERACIONES NOVIEMBRE (INCLUYE CTA DE COSTO)	REG.CENTRAL.REMUNERACIONES NOVIEMBRE (CTA COSTO) MUTUAL	4-2-01-001
T-253	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				103726	2.616463342497488					901	901			REG. CENTR.REMUNERACIONES NOVIEMBRE (INCLUYE CTA DE COSTO)	REG.CENTRAL.REMUNERACIONES NOVIEMBRE (CTA COSTO) SIS	4-2-01-001
T-253	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				72996	1.841306501252788					901	901			REG. CENTR.REMUNERACIONES NOVIEMBRE (INCLUYE CTA DE COSTO)	REG.CENTRAL.REMUNERACIONES NOVIEMBRE (CTA COSTO) S.CESANTIA	4-2-01-001
T-253	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				78330	1.975855365268383					901	901			REG. CENTR.REMUNERACIONES NOVIEMBRE (INCLUYE CTA DE COSTO)	REG.CENTRAL.REMUNERACIONES NOVIEMBRE (CTA COSTO)S.CESANT.SOLID.	4-2-01-001
T-253	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				5569	0.1404766823589892					901	901			REG. CENTR.REMUNERACIONES NOVIEMBRE (INCLUYE CTA DE COSTO)	REG.CENTRAL.REMUNERACIONES NOVIEMBRE (CTA COSTO) APOR.AFP EMPLEADOR	4-2-01-001
T-253	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				62652	1.580381595107809					901	901			REG. CENTR.REMUNERACIONES NOVIEMBRE (INCLUYE CTA DE COSTO)	REG.CENTRAL.REMUNERACIONES NOVIEMBRE (CTA COSTO)EXP.DE VIDA	4-2-01-001
T-253	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				418792	10.56392723262449					901	901			REG. CENTR.REMUNERACIONES NOVIEMBRE (INCLUYE CTA DE COSTO)	REG.CENTRAL.REMUNERACIONES NOVIEMBRE (CTA COSTO) GRATIFICACION	4-2-01-105
T-253	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				160000	4.035961425289687					901	901			REG. CENTR.REMUNERACIONES NOVIEMBRE (INCLUYE CTA DE COSTO)	REG.CENTRAL.REMUNERACIONES NOVIEMBRE (CTA COSTO)MOVIL.	4-2-01-106
T-253	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				160000	4.035961425289687					901	901			REG. CENTR.REMUNERACIONES NOVIEMBRE (INCLUYE CTA DE COSTO)	REG.CENTRAL.REMUNERACIONES NOVIEMBRE (CTA COSTO)COLACION	4-2-01-106
T-254	01	OF. CENTRAL ICEMM			12	2025	2025-12-31	39727.96				400000	10.06847570325786					901	901			REG. CTA COSTO ( CTA ANTICIPOS Y SEG.COMPLEMENTARIO)	REG.CTA COSTO (ANTICIPOS Y SEGURO COMPLEMENTARIO)	1-1-06-002
T-254	01	OF. CENTRAL ICEMM			12	2025	2025-12-31	39727.96				136227	3.42899559906927					901	901			REG. CTA COSTO ( CTA ANTICIPOS Y SEG.COMPLEMENTARIO)	REG.CTA COSTO (ANTICIPOS Y SEGURO COMPLEMENTARIO)	1-1-06-012
T-255	02	LA QUEBRADA			12	2025	2025-12-31	39727.96				-1	-2.517118925814464e-05					426	426			Reclass. CTA COSTO.	RECLAS. CTA COSTO V-188	1-2-01-004
T-256	02	LA QUEBRADA			12	2025	2025-12-31	39727.96				-1	-2.517118925814464e-05					425	425			RECLAS. CTA DE COSTO (V-189)	RECLAS. CTA COSTO V-189	1-2-01-004
T-257	01	OF. CENTRAL ICEMM			12	2025	2025-12-31	39727.96				-837584	-21.08298538359382					901	901			RECLASS. (CTA COSTO)	RECLAS. CTA COSTO (V251-252)	4-2-01-001
T-257	01	OF. CENTRAL ICEMM			12	2025	2025-12-31	39727.96				837584	21.08298538359382					901	901			RECLASS. (CTA COSTO)	RECLASS. CTA COSTO (V-251-252)	4-2-01-105
T-258	01	OF. CENTRAL ICEMM			12	2025	2025-12-31	39727.96				-1200000	-30.20542710977357					901	901			RECLASS.CTAC SOTO V-252	RECLASS. CTA COSTO (V-252)	4-2-01-001
T-258	01	OF. CENTRAL ICEMM			12	2025	2025-12-31	39727.96				1200000	30.20542710977357					901	901			RECLASS.CTAC SOTO V-252	RECLASS. CTA COSTO (V-252)	4-2-01-106
T-259	01	OF. CENTRAL ICEMM			10	2025	2025-10-31	39597.67				24788	0.6259964285777421					904	904			RECLASS. CTA COSTO	RECLASS. CTA COSTO (V-105)	4-2-05-004
T-259	01	OF. CENTRAL ICEMM			10	2025	2025-10-31	39597.67				22900	0.5783168555119531					904	904			RECLASS. CTA COSTO	RECLASS. CTA COSTO (V-105)	4-2-05-004
T-26	01	OF. CENTRAL ICEMM	8626	NCCE	9	2025	2025-09-11	39485.65	11/10/2025	79936340-2	MANAGER SOFTWARE S.A.	823566	20.85734944213911				980044	902	902	01	NC/8626 MANAGER SOFTWARE S.A.	Anula NCCE - 8626: NC/8626 MANAGER SOFTWARE S.A.	Servicio	1-2-01-010
T-260	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				4884	0.1231977225069677					904	904			RECLASS. CTA COSTO	RECLASS. CTA COSTO (V-131)	4-2-05-004
T-260	01	OF. CENTRAL ICEMM			11	2025	2025-11-30	39643.59				4800	0.1210788427586906					904	904			RECLASS. CTA COSTO	RECLASS. CTA COSTO (V-131)	4-2-05-004
T-261	02	LA QUEBRADA	110404	FACE	1	2026	2026-01-05	39747.15	04/02/2026	78170790-2	ARMACERO INDUSTRIAL Y COMERCIAL S.A	0	0	6521580	164.0766696480125	1239100.2	7760680	104	104	02	FACE/110404/78170790-2/ARMACERO MATCO SA	FACE - 110404: FACE/110404/78170790-2/ARMACERO MATCO SA	Servicio	1-2-01-001
T-262	02	LA QUEBRADA	110405	FACE	1	2026	2026-01-05	39747.15	04/02/2026	78170790-2	ARMACERO INDUSTRIAL Y COMERCIAL S.A	0	0	6037200	151.8901355191504	1147068	7184268	104	104	02	FACE/110405/78170790-2/ARMACERO MATCO SA	FACE - 110405: FACE/110405/78170790-2/ARMACERO MATCO SA	Servicio	1-2-01-001
T-263	02	LA QUEBRADA	216973	FACE	1	2026	2026-01-05	39747.15	04/02/2026	76339549-9	COMERCIAL L.B. SPA	0	0	1455000	36.60639819458753	276450	1760024	113	113	02	FACE/216973/76339549-9/COMERCIAL L&B SPA	FACE - 216973: FACE/216973/76339549-9/COMERCIAL L&B SPA	Servicio	1-2-01-001
T-263	02	LA QUEBRADA	216973	FACE	1	2026	2026-01-05	39747.15	04/02/2026	76339549-9	COMERCIAL L.B. SPA	0	0	12812	0.3223375764048492	2434.28	1760024	142	142	02	FACE/216973/76339549-9/COMERCIAL L&B SPA	FACE - 216973: FACE/216973/76339549-9/COMERCIAL L&B SPA	Servicio	1-2-01-001
T-263	02	LA QUEBRADA	216973	FACE	1	2026	2026-01-05	39747.15	04/02/2026	76339549-9	COMERCIAL L.B. SPA	0	0	11200	0.2817812094703646	2128	1760024	515	515	02	FACE/216973/76339549-9/COMERCIAL L&B SPA	FACE - 216973: FACE/216973/76339549-9/COMERCIAL L&B SPA	Servicio	1-2-01-005
T-264	02	LA QUEBRADA	5705	FACE	1	2026	2026-01-06	39751	05/02/2026	77601126-6	CADECO SPA	0	0	2585100	65.03232623078665	491169	3200505	112	112	02	FACE/5705/77601126-6/CADECO SPA	FACE - 5705: FACE/5705/77601126-6/CADECO SPA	Servicio	1-2-01-001
T-264	02	LA QUEBRADA	5705	FACE	1	2026	2026-01-06	39751	05/02/2026	77601126-6	CADECO SPA	0	0	104400	2.626349022666096	19836	3200505	116	116	02	FACE/5705/77601126-6/CADECO SPA	FACE - 5705: FACE/5705/77601126-6/CADECO SPA	Servicio	1-2-01-001
T-265	02	LA QUEBRADA	110418	FACE	1	2026	2026-01-06	39751	05/02/2026	78170790-2	ARMACERO INDUSTRIAL Y COMERCIAL S.A	0	0	5612100	141.1813539282031	1066299	6678399	104	104	02	FACE/110418/78170790-2/ARMACERO MATCO SA	FACE - 110418: FACE/110418/78170790-2/ARMACERO MATCO SA	Servicio	1-2-01-001
T-266	01	OF. CENTRAL ICEMM	355	FACE	1	2026	2026-01-07	39754.84	07/01/2026	78710720-6	SERVICIOS SANVEST SPA	0	0	4164319	104.7499876744567	791220.61	4955540	905	905	01	FACE/355/78710720-6/SERVICIOS SANVEST SPA	FACE - 355: FACE/355/78710720-6/SERVICIOS SANVEST SPA	Servicio	1-2-01-009
T-267	02	LA QUEBRADA	889	FACE	1	2026	2026-01-07	39754.84	10/02/2026	78063537-1	RENACER FERRETERIA LIMITADA	0	0	3960	0.0996105128331544	752.4	4712	515	515	02	FACE/889/78063537-1/RENACER FERRETERIA LIMITADA	FACE - 889: FACE/889/78063537-1/RENACER FERRETERIA LIMITADA	Servicio	1-2-01-005
T-268	02	LA QUEBRADA	2476	FACE	1	2026	2026-01-07	39754.84	06/02/2026	76620785-5	TRANSPORTES NV S.P.A.	0	0	384000	9.659201244427093	72960	456960	505	505	02	FACE/2476/76620785-5/TRANSPORTES NV SPA	FACE - 2476: FACE/2476/76620785-5/TRANSPORTES NV SPA	Servicio	1-2-01-005
T-269	02	LA QUEBRADA	3074	FACE	1	2026	2026-01-07	39754.84	06/02/2026	79753130-8	Angel Espinoza Varas y Cia Ltda	0	0	2146761	53.99999094449883	407884.59	2554646	405	405	02	FACE/3074/79753130-8/Angel Espinoza Varas y Cia Ltda	FACE - 3074: FACE/3074/79753130-8/Angel Espinoza Varas y Cia Ltda	Servicio	1-2-01-004
T-27	01	OF. CENTRAL ICEMM	290913	FACE	9	2025	2025-09-11	39485.65	30/09/2025	79936340-2	MANAGER SOFTWARE S.A.	0	0	-823566	-20.85734944213911	-156477.54	980044	902	902	01	290913 MANAGER SOFTWARE S.A.	Anula FACE - 290913: 290913 MANAGER SOFTWARE S.A.	Servicio	1-2-01-010
T-270	02	LA QUEBRADA	5717	FACE	1	2026	2026-01-07	39754.84	06/02/2026	77601126-6	CADECO SPA	0	0	123200	3.098993732587026	23408	146608	112	112	02	FACE/5717/77601126-6/CADECO SPA	FACE - 5717: FACE/5717/77601126-6/CADECO SPA	Servicio	1-2-01-001
T-271	02	LA QUEBRADA	108228	FACE	1	2026	2026-01-07	39754.84	06/02/2026	78286370-3	TEK-KROM ACCION GRAFICA COMPANIA LIMITADA	0	0	128404	3.229896032784939	24396.76	152801	416	416	02	FACE/108228/78286370-3/TEK KROM ACCION GRAFICAS LTDA.	FACE - 108228: FACE/108228/78286370-3/TEK KROM ACCION GRAFICAS LTDA.	Servicio	1-2-01-004
T-272	02	LA QUEBRADA	217131	FACE	1	2026	2026-01-07	39754.84	06/02/2026	76339549-9	COMERCIAL L.B. SPA	0	0	93750	2.358203428815208	17812.5	111563	102	102	02	FACE/217131/76339549-9/COMERCIAL L&B SPA	FACE - 217131: FACE/217131/76339549-9/COMERCIAL L&B SPA	Servicio	1-2-01-001
T-273	02	LA QUEBRADA	348980	FACE	1	2026	2026-01-08	39758.68	07/02/2026	79659100-5	DISTRIBUIDORA DE MATERIALES ELETRICOS MATELEC LTDA	0	0	640000	16.09711388808683	121600	872270	406	406	02	FACE/348980/79659100-5/MATELEC  LIMITADA	FACE - 348980: FACE/348980/79659100-5/MATELEC  LIMITADA	Servicio	1-2-01-004
T-273	02	LA QUEBRADA	348980	FACE	1	2026	2026-01-08	39758.68	07/02/2026	79659100-5	DISTRIBUIDORA DE MATERIALES ELETRICOS MATELEC LTDA	0	0	93000	2.339111861862617	17670	872270	407	407	02	FACE/348980/79659100-5/MATELEC  LIMITADA	FACE - 348980: FACE/348980/79659100-5/MATELEC  LIMITADA	Servicio	1-2-01-004
T-274	02	LA QUEBRADA	5257	FACE	1	2026	2026-01-09	39762.52	08/02/2026	76113472-8	RIQUELME, ROJAS Y COMPAÑIA LIMITADA	0	0	65000	1.634705245039801	12350	184450	415	415	02	FACE/5257/76113472-8/RIQUELME ROJAS Y CIA LTDA	FACE - 5257: FACE/5257/76113472-8/RIQUELME ROJAS Y CIA LTDA	Servicio	1-2-01-004
T-274	02	LA QUEBRADA	5257	FACE	1	2026	2026-01-09	39762.52	08/02/2026	76113472-8	RIQUELME, ROJAS Y COMPAÑIA LIMITADA	0	0	90000	2.263438031593571	17100	184450	416	416	02	FACE/5257/76113472-8/RIQUELME ROJAS Y CIA LTDA	FACE - 5257: FACE/5257/76113472-8/RIQUELME ROJAS Y CIA LTDA	Servicio	1-2-01-004
T-275	02	LA QUEBRADA	3553413	FACE	1	2026	2026-01-09	39762.52	08/02/2026	81293200-4	AUSIN HNOS. S.A.	0	0	2550	0.06413074422848451	484.5	3035	406	406	02	FACE/3553413/81293200-4/AUSIN HNOS. S.A.	FACE - 3553413: FACE/3553413/81293200-4/AUSIN HNOS. S.A.	Servicio	1-2-01-004
T-276	02	LA QUEBRADA	108356	FACE	1	2026	2026-01-12	39754.82	13/01/2026	78286370-3	TEK-KROM ACCION GRAFICA COMPANIA LIMITADA	0	0	18551	0.4666352407079192	3524.69	22076	416	416	02	FACE/108356/78286370-3/TEK KROM ACCION GRAFICAS LTDA.	FACE - 108356: FACE/108356/78286370-3/TEK KROM ACCION GRAFICAS LTDA.	Servicio	1-2-01-004
T-277	02	LA QUEBRADA	113573	FACE	1	2026	2026-01-12	39754.82	11/02/2026	76203641-K	COMERCIAL ABASLOG LIMITADA	0	0	26190	0.6587880412991431	4976.1	31166	406	406	02	FACE/113573/76203641-K/COMERCIAL ABASLOG LIMITADA	FACE - 113573: FACE/113573/76203641-K/COMERCIAL ABASLOG LIMITADA	Servicio	1-2-01-004
T-278	02	LA QUEBRADA	932	FACE	1	2026	2026-01-13	39752.25	16/02/2026	78063537-1	RENACER FERRETERIA LIMITADA	0	0	79600	2.002402379739511	15124	94724	410	410	02	FACE/932/78063537-1/RENACER FERRETERIA LIMITADA	FACE - 932: FACE/932/78063537-1/RENACER FERRETERIA LIMITADA	Servicio	1-2-01-004
T-279	02	LA QUEBRADA	9531	FACE	1	2026	2026-01-13	39752.25	12/02/2026	77143985-3	INNOVAPLUS SPA	0	0	115920	2.916061355017641	22024.8	137945	117	117	02	FACE/9531/77143985-3/INNOVAPLUS SPA	FACE - 9531: FACE/9531/77143985-3/INNOVAPLUS SPA	Servicio	1-2-01-001
T-28	01	OF. CENTRAL ICEMM	290913	FACE	9	2025	2025-09-11	39485.65	31/10/2025	79936340-2	MANAGER SOFTWARE S.A.	0	0	823566	20.85734944213911	156477.54	980044	902	902	01	290913 MANAGER SOFTWARE S.A.	FACE - 290913: 290913 MANAGER SOFTWARE S.A.	Servicio	1-2-01-009
T-280	02	LA QUEBRADA	107761	FACE	1	2026	2026-01-13	39752.25	12/02/2026	78973280-9	CENTRO ARRIENDO LTDA.	0	0	4000	0.1006232351627895	760	4760	507	507	02	FACE/107761/78973280-9/CENTRO ARRIENDO LTDA.	FACE - 107761: FACE/107761/78973280-9/CENTRO ARRIENDO LTDA.	Servicio	1-2-01-005
T-281	02	LA QUEBRADA	3554693	FACE	1	2026	2026-01-13	39752.25	12/02/2026	81293200-4	AUSIN HNOS. S.A.	0	0	7650	0.192441937248835	1453.5	9104	406	406	02	FACE/3554693/81293200-4/AUSIN HNOS. S.A.	FACE - 3554693: FACE/3554693/81293200-4/AUSIN HNOS. S.A.	Servicio	1-2-01-004
T-282	02	LA QUEBRADA	3555287	FACE	1	2026	2026-01-14	39749.68	13/02/2026	81293200-4	AUSIN HNOS. S.A.	0	0	65000	1.635233289928372	12350	77350	515	515	02	FACE/3555287/81293200-4/AUSIN HNOS. S.A.	FACE - 3555287: FACE/3555287/81293200-4/AUSIN HNOS. S.A.	Servicio	1-2-01-005
T-283	02	LA QUEBRADA	3555299	FACE	1	2026	2026-01-14	39749.68	13/02/2026	81293200-4	AUSIN HNOS. S.A.	0	0	26780	0.6737161154504892	5088.2	31868	515	515	02	FACE/3555299/81293200-4/AUSIN HNOS. S.A.	FACE - 3555299: FACE/3555299/81293200-4/AUSIN HNOS. S.A.	Servicio	1-2-01-005
T-284	01	OF. CENTRAL ICEMM	1777	FACE	1	2026	2026-01-15	39747.12	15/01/2026	78056380-K	DANACORP S.A.	0	0	2170590	54.6099943844988	412412.1	2583002	905	905	01	FACE/1777/78056380-K/DANACORP S A	FACE - 1777: FACE/1777/78056380-K/DANACORP S A	Servicio	1-2-01-009
T-285	02	LA QUEBRADA	295552	FACE	1	2026	2026-01-15	39747.12	15/01/2026	76039758-K	Cia Seguros Generales Continental  S.A	0	0	3226064	81.16472338121605	612952.16	3271983	404	404	02	FACE/295552/76039758-K/COMPANIA DE SEGUROS GENERALES CONTINENTAL S.A.	FACE - 295552: FACE/295552/76039758-K/COMPANIA DE SEGUROS GENERALES CONTINENTAL S.A.	Servicio	1-2-01-004
T-286	02	LA QUEBRADA	295553	FACE	1	2026	2026-01-15	39747.12	15/01/2026	76039758-K	Cia Seguros Generales Continental  S.A	0	0	17278307	434.705885608819	3282878.33	20561185	404	404	02	FACE/295553/76039758-K/COMPANIA DE SEGUROS GENERALES CONTINENTAL S.A.	FACE - 295553: FACE/295553/76039758-K/COMPANIA DE SEGUROS GENERALES CONTINENTAL S.A.	Servicio	1-2-01-004
T-287	02	LA QUEBRADA	113771	FACE	1	2026	2026-01-16	39744.55	15/02/2026	76203641-K	COMERCIAL ABASLOG LIMITADA	0	0	26190	0.6589582722662604	4976.1	31166	406	406	02	FACE/113771/76203641-K/COMERCIAL ABASLOG LIMITADA	FACE - 113771: FACE/113771/76203641-K/COMERCIAL ABASLOG LIMITADA	Servicio	1-2-01-004
T-288	02	LA QUEBRADA	295658	FACE	1	2026	2026-01-19	39736.85	19/01/2026	76039758-K	Cia Seguros Generales Continental  S.A	0	0	1589474	40	302000.06	1891474	404	404	02	FACE/295658/76039758-K/COMPANIA DE SEGUROS GENERALES CONTINENTAL S.A.	FACE - 295658: FACE/295658/76039758-K/COMPANIA DE SEGUROS GENERALES CONTINENTAL S.A.	Servicio	1-2-01-004
T-289	02	LA QUEBRADA	25169	FACE	1	2026	2026-01-20	39734.28	19/02/2026	76440490-4	SOC.COM. DE PRODUCTOS INDUSTRIALES Y SERVICIOS LTD	0	0	329900	8.302654534069825	62681	402101	303	303	02	FACE/25169/76440490-4/SOC COMERCIAL DE PRODUCTOS INDUSTR.Y SERVICIOS LIMITADA	FACE - 25169: FACE/25169/76440490-4/SOC COMERCIAL DE PRODUCTOS INDUSTR.Y SERVICIOS LIMITADA	Servicio	1-2-01-003
T-289	02	LA QUEBRADA	25169	FACE	1	2026	2026-01-20	39734.28	19/02/2026	76440490-4	SOC.COM. DE PRODUCTOS INDUSTRIALES Y SERVICIOS LTD	0	0	8000	0.2013374849122722	1520	402101	419	419	02	FACE/25169/76440490-4/SOC COMERCIAL DE PRODUCTOS INDUSTR.Y SERVICIOS LIMITADA	FACE - 25169: FACE/25169/76440490-4/SOC COMERCIAL DE PRODUCTOS INDUSTR.Y SERVICIOS LIMITADA	Servicio	1-2-01-004
T-29	01	OF. CENTRAL ICEMM	8626	NCCE	9	2025	2025-09-11	39485.65	31/10/2025	79936340-2	MANAGER SOFTWARE S.A.	-823566	-20.85734944213911				980044	902	902	01	8626 MANAGER SOFTWARE S.A.	NCCE - 8626: 8626 MANAGER SOFTWARE S.A.	Servicio	1-2-01-009
T-290	02	LA QUEBRADA	1300175	FACE	1	2026	2026-01-20	39734.28	19/02/2026	83574800-6	PATRICIO LIOI Y CIA. LTDA.	0	0	4440	0.1117423041263111	843.6	5284	409	409	02	FACE/1300175/83574800-6/PATRICIO LIOI Y CIA.LTDA.	FACE - 1300175: FACE/1300175/83574800-6/PATRICIO LIOI Y CIA.LTDA.	Servicio	1-2-01-004
T-291	02	LA QUEBRADA	3267533	FACE	1	2026	2026-01-20	39734.28	19/02/2026	96928180-5	EMPRESA NACIONAL DE CERTIFICACION ELECTRONICA S A	0	0	67227	1.691914387274666	12773.13	80000	410	410	02	FACE/3267533/96928180-5/EMPRESA NACIONAL DE CERTIFICACION ELECTRONICA S A	FACE - 3267533: FACE/3267533/96928180-5/EMPRESA NACIONAL DE CERTIFICACION ELECTRONICA S A	Servicio	1-2-01-004
T-292	02	LA QUEBRADA	4328629	FACE	1	2026	2026-01-20	39734.28	19/02/2026	94707000-2	FERRETERIA COVADONGA LIMITADA	0	0	177600	4.469692165052443	33744	211344	115	115	02	FACE/4328629/94707000-2/FERRETERIA COVADONGA LTDA.	FACE - 4328629: FACE/4328629/94707000-2/FERRETERIA COVADONGA LTDA.	Servicio	1-2-01-001
T-293	02	LA QUEBRADA	5820	FACE	1	2026	2026-01-21	39731.72	20/02/2026	77601126-6	CADECO SPA	0	0	687790	17.31085389708777	130680.1	818470	112	112	02	FACE/5820/77601126-6/CADECO SPA	FACE - 5820: FACE/5820/77601126-6/CADECO SPA	Servicio	1-2-01-001
T-294	02	LA QUEBRADA	218093	FACE	1	2026	2026-01-21	39731.72	20/02/2026	76339549-9	COMERCIAL L.B. SPA	0	0	525000	13.21362377465662	99750	624750	113	113	02	FACE/218093/76339549-9/COMERCIAL L&B SPA	FACE - 218093: FACE/218093/76339549-9/COMERCIAL L&B SPA	Servicio	1-2-01-001
T-295	02	LA QUEBRADA	218102	FACE	1	2026	2026-01-21	39731.72	20/02/2026	76339549-9	COMERCIAL L.B. SPA	0	0	188800	4.75187079743842	35872	224672	102	102	02	FACE/218102/76339549-9/COMERCIAL L&B SPA	FACE - 218102: FACE/218102/76339549-9/COMERCIAL L&B SPA	Servicio	1-2-01-001
T-296	02	LA QUEBRADA	113913	FACE	1	2026	2026-01-22	39729.15	21/02/2026	76203641-K	COMERCIAL ABASLOG LIMITADA	0	0	16980	0.4273939915653872	3226.2	29821	424	424	02	FACE/113913/76203641-K/COMERCIAL ABASLOG LIMITADA	FACE - 113913: FACE/113913/76203641-K/COMERCIAL ABASLOG LIMITADA	Servicio	1-2-01-004
T-296	02	LA QUEBRADA	113913	FACE	1	2026	2026-01-22	39729.15	21/02/2026	76203641-K	COMERCIAL ABASLOG LIMITADA	0	0	8080	0.2033771173055552	1535.2	29821	515	515	02	FACE/113913/76203641-K/COMERCIAL ABASLOG LIMITADA	FACE - 113913: FACE/113913/76203641-K/COMERCIAL ABASLOG LIMITADA	Servicio	1-2-01-005
T-297	02	LA QUEBRADA	113914	FACE	1	2026	2026-01-22	39729.15	21/02/2026	76203641-K	COMERCIAL ABASLOG LIMITADA	0	0	300416	7.56160149411704	57079.04	357495	406	406	02	FACE/113914/76203641-K/COMERCIAL ABASLOG LIMITADA	FACE - 113914: FACE/113914/76203641-K/COMERCIAL ABASLOG LIMITADA	Servicio	1-2-01-004
T-298	02	LA QUEBRADA	2492	FACE	1	2026	2026-01-23	39726.59	22/02/2026	76620785-5	TRANSPORTES NV S.P.A.	0	0	480000	12.08258750625211	91200	571200	505	505	02	FACE/2492/76620785-5/TRANSPORTES NV SPA	FACE - 2492: FACE/2492/76620785-5/TRANSPORTES NV SPA	Servicio	1-2-01-005
T-299	02	LA QUEBRADA	110981	FACE	1	2026	2026-01-23	39726.59	22/02/2026	78170790-2	ARMACERO INDUSTRIAL Y COMERCIAL S.A	0	0	90000	2.265485157422271	17100	107100	419	419	02	FACE/110981/78170790-2/ARMACERO MATCO SA	FACE - 110981: FACE/110981/78170790-2/ARMACERO MATCO SA	Servicio	1-2-01-004
T-30	01	OF. CENTRAL ICEMM	6176	FACE	9	2025	2025-09-23	39485.65	30/09/2025	78191700-1	ASESORIAS PROGRAMAS Y TEXTOS COMPUTACIONALES LTDA.	0	0	-500000	-12.66282814136275	-95000	595000	902	902	01	6176 ASESORIAS PROGRAMAS Y TEXTOS COMPUTACIONALES LTDA.	Anula FACE - 6176: 6176 ASESORIAS PROGRAMAS Y TEXTOS COMPUTACIONALES LTDA.	Servicio	1-2-01-010
T-300	02	LA QUEBRADA	111158	FACE	1	2026	2026-01-23	39726.59	22/02/2026	78170790-2	ARMACERO INDUSTRIAL Y COMERCIAL S.A	0	0	3783780	95.2455269883471	718918.2	4502698	104	104	02	FACE/111158/78170790-2/ARMACERO MATCO SA	FACE - 111158: FACE/111158/78170790-2/ARMACERO MATCO SA	Servicio	1-2-01-001
T-301	02	LA QUEBRADA	221521	FACE	1	2026	2026-01-23	39726.59	22/02/2026	95011000-7	FERRETERIA NUEVA S.A.	0	0	450296	11.33487671607354	85556.24	535852	112	112	02	FACE/221521/95011000-7/FERRETERÍA NUEVA LTDA	FACE - 221521: FACE/221521/95011000-7/FERRETERÍA NUEVA LTDA	Servicio	1-2-01-001
T-302	02	LA QUEBRADA	221522	FACE	1	2026	2026-01-23	39726.59	22/02/2026	95011000-7	FERRETERIA NUEVA S.A.	0	0	654500	16.47511150592085	124355	778855	112	112	02	FACE/221522/95011000-7/FERRETERÍA NUEVA LTDA	FACE - 221522: FACE/221522/95011000-7/FERRETERÍA NUEVA LTDA	Servicio	1-2-01-001
T-303	02	LA QUEBRADA	1300910	FACE	1	2026	2026-01-23	39726.59	22/02/2026	83574800-6	PATRICIO LIOI Y CIA. LTDA.	0	0	22000	0.5537852607032216	4180	26180	409	409	02	FACE/1300910/83574800-6/PATRICIO LIOI Y CIA.LTDA.	FACE - 1300910: FACE/1300910/83574800-6/PATRICIO LIOI Y CIA.LTDA.	Servicio	1-2-01-004
T-304	02	LA QUEBRADA	1638534	FACE	1	2026	2026-01-23	39726.59	22/02/2026	78610360-6	COMERCIAL E INDUSTRIAL NOVA SEGURIDAD LIMITADA	0	0	45360	1.141804519340824	8618.4	53978	409	409	02	FACE/1638534/78610360-6/COMERCIAL E IND. NOVASEGURIDAD LTDA	FACE - 1638534: FACE/1638534/78610360-6/COMERCIAL E IND. NOVASEGURIDAD LTDA	Servicio	1-2-01-004
T-305	02	LA QUEBRADA	1638535	FACE	1	2026	2026-01-23	39726.59	22/02/2026	78610360-6	COMERCIAL E INDUSTRIAL NOVA SEGURIDAD LIMITADA	0	0	49758	1.252511227366859	9454.02	59212	409	409	02	FACE/1638535/78610360-6/COMERCIAL E IND. NOVASEGURIDAD LTDA	FACE - 1638535: FACE/1638535/78610360-6/COMERCIAL E IND. NOVASEGURIDAD LTDA	Servicio	1-2-01-004
T-306	02	LA QUEBRADA	1838981	FACE	1	2026	2026-01-26	39718.89	25/02/2026	95002000-8	PIÑA HNOS. S.A.	0	0	5340	0.1344448447577463	1014.6	16969	143	143	02	FACE/1838981/95002000-8/PIÑA HNOS.S.A	FACE - 1838981: FACE/1838981/95002000-8/PIÑA HNOS.S.A	Servicio	1-2-01-001
